Date;Priming;BurstIntensity
17/05/2013;3.6787944117144233;5.432203389830509
18/05/2013;4.184863060425645;5.432203389830509
19/05/2013;4.718419924920745;5.432203389830509
20/05/2013;5.272924240430486;5.432203389830509
21/05/2013;5.840446884413829;5.432203389830509
22/05/2013;6.411803884299546;5.432203389830509
23/05/2013;6.97676326071031;5.432203389830509
24/05/2013;7.524321560893032;5.432203389830509
25/05/2013;8.043041560655723;5.432203389830509
26/05/2013;8.521437889662113;5.432203389830509
27/05/2013;8.948393168143697;5.432203389830509
28/05/2013;9.31358402111352;5.432203389830509
29/05/2013;9.607894391523232;5.432203389830509
30/05/2013;9.823793146181776;5.432203389830509
31/05/2013;9.955654174830928;5.432203389830509
01/06/2013;10.0;4.7203389830508495
02/06/2013;9.955654174830928;4.7203389830508495
03/06/2013;9.823793146181776;4.7203389830508495
04/06/2013;9.607894391523232;6.263157894736844
05/06/2013;9.31358402111352;7.473684210526317
06/06/2013;8.948393168143697;7.473684210526317
07/06/2013;1.4085842092104504;6.0657894736842115
08/06/2013;1.4085842092104504;9.401450511945393
09/06/2013;1.690133154060661;9.550070521861777
10/06/2013;2.010011912257319;9.872708039492244
11/06/2013;2.3692775868212177;9.583127644569817
12/06/2013;2.7680432110155637;9.583127644569817
13/06/2013;1.4085842092104504;9.67833215796897
14/06/2013;1.690133154060661;9.67833215796897
15/06/2013;2.010011912257319;9.67833215796897
16/06/2013;2.3692775868212177;9.67833215796897
17/06/2013;2.7680432110155637;9.67833215796897
18/06/2013;3.2053052101554123;9.67833215796897
19/06/2013;3.6787944117144233;9.67833215796897
20/06/2013;4.184863060425645;9.67833215796897
21/06/2013;4.718419924920745;9.67833215796897
22/06/2013;5.272924240430486;9.67833215796897
23/06/2013;5.840446884413829;9.67833215796897
24/06/2013;6.411803884299546;9.67833215796897
25/06/2013;6.97676326071031;9.67833215796897
26/06/2013;7.524321560893032;9.67833215796897
27/06/2013;8.043041560655723;9.67833215796897
28/06/2013;8.521437889662113;9.67833215796897
29/06/2013;8.948393168143697;9.67833215796897
30/06/2013;9.31358402111352;9.67833215796897
01/07/2013;9.607894391523232;9.583127644569817
02/07/2013;9.823793146181776;9.583127644569817
03/07/2013;9.955654174830928;9.583127644569817
04/07/2013;10.0;9.583127644569817
05/07/2013;9.955654174830928;9.662464739069112
06/07/2013;9.823793146181776;9.662464739069112
07/07/2013;9.607894391523232;9.324658703071673
08/07/2013;9.31358402111352;9.324658703071673
09/07/2013;8.948393168143697;9.324658703071673
10/07/2013;8.521437889662113;9.324658703071673
11/07/2013;8.043041560655723;9.324658703071673
12/07/2013;7.524321560893032;9.324658703071673
13/07/2013;6.97676326071031;9.551392806770098
14/07/2013;6.411803884299546;9.551392806770098
15/07/2013;5.840446884413829;9.551392806770098
16/07/2013;5.272924240430486;9.551392806770098
17/07/2013;4.718419924920745;9.551392806770098
18/07/2013;4.184863060425645;9.551392806770098
19/07/2013;3.6787944117144233;9.551392806770098
20/07/2013;3.2053052101554123;9.551392806770098
21/07/2013;2.7680432110155637;9.551392806770098
22/07/2013;2.3692775868212177;9.551392806770098
23/07/2013;2.010011912257319;9.551392806770098
24/07/2013;1.690133154060661;9.551392806770098
25/07/2013;1.4085842092104504;9.551392806770098
26/07/2013;1.163548028087039;9.551392806770098
27/07/2013;0.9526325532781016;9.551392806770098
28/07/2013;0.7730474044329971;9.551392806770098
29/07/2013;0.6217652402211629;9.551392806770098
30/07/2013;0.4956628350491174;9.551392806770098
31/07/2013;0.39163895098987067;9.551392806770098
01/08/2013;0.30670793026394055;9.324658703071673
02/08/2013;0.23806948722728996;9.324658703071673
03/08/2013;0.1831563888873418;9.573871650211565
04/08/2013;0.13966256466258137;9.54654442877292
05/08/2013;0.105554695661988;4.186440677966102
06/08/2013;4.184863060425645;1.0405405405405435
07/08/2013;8.948393168143697;1.7702702702702755
08/08/2013;8.521437889662113;1.7702702702702755
09/08/2013;8.043041560655723;1.7702702702702755
10/08/2013;7.524321560893032;1.7702702702702755
11/08/2013;6.97676326071031;1.7702702702702755
12/08/2013;6.411803884299546;1.7702702702702755
13/08/2013;5.840446884413829;1.5270270270270219
14/08/2013;5.272924240430486;1.5270270270270219
15/08/2013;4.718419924920745;1.5270270270270219
16/08/2013;4.184863060425645;1.5270270270270219
17/08/2013;3.6787944117144233;1.5270270270270219
18/08/2013;3.2053052101554123;1.5270270270270219
19/08/2013;2.7680432110155637;1.5270270270270219
20/08/2013;2.3692775868212177;1.5270270270270219
21/08/2013;2.010011912257319;1.5270270270270219
22/08/2013;1.690133154060661;1.5270270270270219
23/08/2013;1.4085842092104504;1.5270270270270219
24/08/2013;1.163548028087039;1.5270270270270219
25/08/2013;0.9526325532781016;1.5270270270270219
26/08/2013;0.7730474044329971;1.5270270270270219
27/08/2013;0.6217652402211629;1.5270270270270219
28/08/2013;0.4956628350491174;1.5270270270270219
29/08/2013;0.39163895098987067;1.5270270270270219
30/08/2013;0.30670793026394055;1.5270270270270219
31/08/2013;0.23806948722728996;0.5540540540540577
01/09/2013;0.1831563888873418;0.18918918918919622
02/09/2013;0.13966256466258137;0.7972972972973006
03/09/2013;0.105554695661988;0.1891891891891926
04/09/2013;0.105554695661988;0.1891891891891926
05/09/2013;1.4085842092104504;0.1891891891891926
06/09/2013;1.690133154060661;0.1891891891891926
07/09/2013;2.010011912257319;0.1891891891891926
08/09/2013;2.3692775868212177;0.1891891891891926
09/09/2013;2.7680432110155637;0.8378378378378329
10/09/2013;3.2053052101554123;0.8378378378378329
11/09/2013;1.4085842092104504;2.0952380952380834
12/09/2013;1.4085842092104504;6.065789473684207
13/09/2013;1.690133154060661;8.153583617747435
14/09/2013;2.010011912257319;8.153583617747435
15/09/2013;2.3692775868212177;8.153583617747435
16/09/2013;2.7680432110155637;8.153583617747435
17/09/2013;3.2053052101554123;8.153583617747435
18/09/2013;3.6787944117144233;8.153583617747435
19/09/2013;4.184863060425645;8.153583617747435
20/09/2013;4.718419924920745;8.153583617747435
21/09/2013;5.272924240430486;8.153583617747435
22/09/2013;5.840446884413829;8.153583617747435
23/09/2013;6.411803884299546;8.153583617747435
24/09/2013;6.97676326071031;8.153583617747435
25/09/2013;7.524321560893032;8.153583617747435
26/09/2013;8.043041560655723;8.153583617747435
27/09/2013;8.521437889662113;8.153583617747435
28/09/2013;8.948393168143697;8.153583617747435
29/09/2013;9.31358402111352;8.153583617747435
30/09/2013;9.607894391523232;8.153583617747435
01/10/2013;9.823793146181776;7.842105263157895
02/10/2013;1.4085842092104504;5.661016949152546
03/10/2013;1.4085842092104504;3.380952380952391
04/10/2013;1.4085842092104504;3.380952380952391
05/10/2013;1.690133154060661;3.380952380952391
06/10/2013;2.010011912257319;3.380952380952391
07/10/2013;2.3692775868212177;3.380952380952391
08/10/2013;2.7680432110155637;3.380952380952391
09/10/2013;3.2053052101554123;2.3095238095238195
10/10/2013;3.6787944117144233;1.8108108108108132
11/10/2013;4.184863060425645;1.5270270270270219
12/10/2013;4.718419924920745;3.0238095238095277
13/10/2013;5.272924240430486;3.3095238095238084
14/10/2013;5.840446884413829;3.3095238095238084
15/10/2013;6.411803884299546;3.3095238095238084
16/10/2013;6.97676326071031;3.3095238095238084
17/10/2013;7.524321560893032;3.3095238095238084
18/10/2013;8.043041560655723;3.3095238095238084
19/10/2013;8.521437889662113;3.3095238095238084
20/10/2013;8.948393168143697;3.3095238095238084
21/10/2013;9.31358402111352;3.3095238095238084
22/10/2013;9.607894391523232;3.3095238095238084
23/10/2013;9.823793146181776;3.3095238095238084
24/10/2013;9.955654174830928;3.3095238095238084
25/10/2013;10.0;3.3095238095238084
26/10/2013;9.955654174830928;3.3095238095238084
27/10/2013;9.823793146181776;3.3095238095238084
28/10/2013;9.607894391523232;3.3095238095238084
29/10/2013;9.31358402111352;3.3095238095238084
30/10/2013;8.948393168143697;3.3095238095238084
31/10/2013;8.521437889662113;3.3095238095238084
01/11/2013;8.043041560655723;3.0238095238095277
02/11/2013;7.524321560893032;3.0238095238095277
03/11/2013;6.97676326071031;3.0238095238095277
04/11/2013;6.411803884299546;3.0238095238095277
05/11/2013;5.840446884413829;3.0238095238095277
06/11/2013;5.272924240430486;3.0238095238095277
07/11/2013;4.718419924920745;3.309523809523802
08/11/2013;4.184863060425645;5.076271186440682
09/11/2013;4.184863060425645;5.076271186440682
10/11/2013;5.272924240430486;7.88157894736842
11/11/2013;4.718419924920745;7.88157894736842
12/11/2013;4.184863060425645;4.923728813559325
13/11/2013;3.6787944117144233;5.533898305084745
14/11/2013;3.2053052101554123;5.533898305084745
15/11/2013;2.7680432110155637;5.533898305084745
16/11/2013;2.3692775868212177;5.533898305084745
17/11/2013;2.010011912257319;5.533898305084745
18/11/2013;1.690133154060661;5.533898305084745
19/11/2013;1.4085842092104504;5.533898305084745
20/11/2013;1.163548028087039;5.533898305084745
21/11/2013;0.9526325532781016;5.533898305084745
22/11/2013;0.7730474044329971;5.533898305084745
23/11/2013;0.6217652402211629;5.533898305084745
24/11/2013;0.4956628350491174;5.533898305084745
25/11/2013;0.39163895098987067;5.533898305084745
26/11/2013;0.30670793026394055;5.533898305084745
27/11/2013;0.23806948722728996;5.533898305084745
28/11/2013;0.1831563888873418;5.533898305084745
29/11/2013;0.13966256466258137;5.533898305084745
30/11/2013;0.105554695661988;5.533898305084745
01/12/2013;0.105554695661988;4.923728813559325
02/12/2013;0.105554695661988;4.923728813559325
03/12/2013;6.411803884299546;4.923728813559325
04/12/2013;5.840446884413829;8.287969283276448
05/12/2013;5.272924240430486;9.548748236953456
06/12/2013;4.718419924920745;8.230375426621162
07/12/2013;3.2053052101554123;4.440677966101692
08/12/2013;3.6787944117144233;4.288135593220341
09/12/2013;4.184863060425645;5.254237288135595
10/12/2013;4.718419924920745;8.3839590443686
11/12/2013;5.272924240430486;8.3839590443686
12/12/2013;5.840446884413829;8.3839590443686
13/12/2013;6.411803884299546;8.3839590443686
14/12/2013;6.97676326071031;8.3839590443686
15/12/2013;7.524321560893032;8.3839590443686
16/12/2013;8.043041560655723;8.3839590443686
17/12/2013;8.521437889662113;8.3839590443686
18/12/2013;8.948393168143697;8.3839590443686
19/12/2013;9.31358402111352;8.3839590443686
20/12/2013;9.607894391523232;8.3839590443686
21/12/2013;9.823793146181776;8.3839590443686
22/12/2013;9.955654174830928;8.3839590443686
23/12/2013;10.0;8.3839590443686
24/12/2013;9.955654174830928;8.3839590443686
25/12/2013;9.823793146181776;8.3839590443686
26/12/2013;9.607894391523232;8.3839590443686
27/12/2013;9.31358402111352;8.3839590443686
28/12/2013;8.948393168143697;8.3839590443686
29/12/2013;8.521437889662113;8.3839590443686
30/12/2013;8.043041560655723;8.3839590443686
31/12/2013;7.524321560893032;8.3839590443686
